2026-07-20 18:30:00.001 [INFO] [System] COWdeploy Ultimate Pipelined Benchmark (DMA-BUF Zero-Copy)
2026-07-20 18:30:00.001 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 18:30:00.001 [INFO] [System] OS: Ubuntu 24.04.2 LTS aarch64
2026-07-20 18:30:00.001 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:30:00.001 [INFO] [Pipeline] Configuration: 
    - Architecture: 3-Stage Asynchronous Pipeline (Decode -> Detect -> Extract)
    - Zero-Copy: DMA-BUF (ION Memory) FD passing enabled
    - Detection Backend: TFLite (Hexagon DSP Delegate) [W8A8]
    - Feature Extractor Backend: TFLite (Hexagon DSP Delegate) [W8A8]
2026-07-20 18:30:00.056 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 18:30:00.071 [INFO] [Video] V4L2 Hardware Decoder initialized. DMA-BUF Export enabled.
2026-07-20 18:30:00.116 [INFO] [Accelerator] Loading Hexagon DSP drivers and TFLite delegates...
2026-07-20 18:30:00.236 [INFO] [Accelerator] TFLite Context loaded successfully to CDSP. DMA-BUF Import enabled.
2026-07-20 18:30:00.241 [INFO] [Pipeline] Starting multi-threaded pipeline processing loop...
2026-07-20 18:30:00.274 [DEBUG] [Pipeline-Sink] Frame 0000 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:31.874 [DEBUG] [Pipeline-Sink] Frame 0948 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 32.8ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.1ms
2026-07-20 18:30:31.907 [DEBUG] [Pipeline-Sink] Frame 0949 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 33.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.4ms
2026-07-20 18:30:31.940 [DEBUG] [Pipeline-Sink] Frame 0950 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.1ms
2026-07-20 18:30:31.974 [DEBUG] [Pipeline-Sink] Frame 0951 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 22.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.9ms
2026-07-20 18:30:32.007 [DEBUG] [Pipeline-Sink] Frame 0952 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 11.6ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.4ms
2026-07-20 18:30:32.040 [DEBUG] [Pipeline-Sink] Frame 0953 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 22.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.1ms
2026-07-20 18:30:32.074 [DEBUG] [Pipeline-Sink] Frame 0954 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 32.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.4ms
2026-07-20 18:30:32.107 [DEBUG] [Pipeline-Sink] Frame 0955 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 32.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.8ms
2026-07-20 18:30:32.140 [DEBUG] [Pipeline-Sink] Frame 0956 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 22.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.7ms
2026-07-20 18:30:32.174 [DEBUG] [Pipeline-Sink] Frame 0957 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 23.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.5ms
2026-07-20 18:30:32.207 [DEBUG] [Pipeline-Sink] Frame 0958 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.6ms
2026-07-20 18:30:32.240 [DEBUG] [Pipeline-Sink] Frame 0959 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 22.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.6ms
2026-07-20 18:30:32.274 [DEBUG] [Pipeline-Sink] Frame 0960 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 33.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.9ms
2026-07-20 18:30:32.307 [DEBUG] [Pipeline-Sink] Frame 0961 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 33.9ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.9ms
2026-07-20 18:30:32.340 [DEBUG] [Pipeline-Sink] Frame 0962 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 22.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 44.2ms
2026-07-20 18:30:32.374 [DEBUG] [Pipeline-Sink] Frame 0963 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.4ms
2026-07-20 18:30:32.407 [DEBUG] [Pipeline-Sink] Frame 0964 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 34.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.2ms
2026-07-20 18:30:32.440 [DEBUG] [Pipeline-Sink] Frame 0965 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.1ms
2026-07-20 18:30:32.474 [DEBUG] [Pipeline-Sink] Frame 0966 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 22.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.3ms
2026-07-20 18:30:32.507 [DEBUG] [Pipeline-Sink] Frame 0967 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 22.5ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.1ms
2026-07-20 18:30:32.540 [DEBUG] [Pipeline-Sink] Frame 0968 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 34.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.4ms
2026-07-20 18:30:32.574 [DEBUG] [Pipeline-Sink] Frame 0969 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 33.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.6ms
2026-07-20 18:30:32.607 [DEBUG] [Pipeline-Sink] Frame 0970 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 33.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.5ms
2026-07-20 18:30:32.640 [DEBUG] [Pipeline-Sink] Frame 0971 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 34.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.2ms
2026-07-20 18:30:32.674 [DEBUG] [Pipeline-Sink] Frame 0972 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.6ms
2026-07-20 18:30:32.707 [DEBUG] [Pipeline-Sink] Frame 0973 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 22.3ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.0ms
2026-07-20 18:30:32.740 [DEBUG] [Pipeline-Sink] Frame 0974 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 22.5ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.1ms
2026-07-20 18:30:32.774 [DEBUG] [Pipeline-Sink] Frame 0975 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 22.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.1ms
2026-07-20 18:30:32.807 [DEBUG] [Pipeline-Sink] Frame 0976 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 32.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.0ms
2026-07-20 18:30:32.840 [DEBUG] [Pipeline-Sink] Frame 0977 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.5ms
2026-07-20 18:30:32.874 [DEBUG] [Pipeline-Sink] Frame 0978 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.7ms
2026-07-20 18:30:32.907 [DEBUG] [Pipeline-Sink] Frame 0979 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.5ms
2026-07-20 18:30:32.940 [DEBUG] [Pipeline-Sink] Frame 0980 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 34.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.5ms
2026-07-20 18:30:32.974 [DEBUG] [Pipeline-Sink] Frame 0981 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 34.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.9ms
2026-07-20 18:30:33.007 [DEBUG] [Pipeline-Sink] Frame 0982 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 33.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.4ms
2026-07-20 18:30:33.040 [DEBUG] [Pipeline-Sink] Frame 0983 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 21.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.3ms
2026-07-20 18:30:33.074 [DEBUG] [Pipeline-Sink] Frame 0984 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 32.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.7ms
2026-07-20 18:30:33.107 [DEBUG] [Pipeline-Sink] Frame 0985 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 33.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.8ms
2026-07-20 18:30:33.140 [DEBUG] [Pipeline-Sink] Frame 0986 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 32.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.3ms
2026-07-20 18:30:33.174 [DEBUG] [Pipeline-Sink] Frame 0987 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 32.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.1ms
2026-07-20 18:30:33.207 [DEBUG] [Pipeline-Sink] Frame 0988 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.4ms
2026-07-20 18:30:33.240 [DEBUG] [Pipeline-Sink] Frame 0989 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 21.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 41.9ms
2026-07-20 18:30:33.274 [DEBUG] [Pipeline-Sink] Frame 0990 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 33.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.6ms
2026-07-20 18:30:33.307 [DEBUG] [Pipeline-Sink] Frame 0991 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 33.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.3ms
2026-07-20 18:30:33.340 [DEBUG] [Pipeline-Sink] Frame 0992 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 32.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.4ms
2026-07-20 18:30:33.374 [DEBUG] [Pipeline-Sink] Frame 0993 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.5ms
2026-07-20 18:30:33.407 [DEBUG] [Pipeline-Sink] Frame 0994 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.1ms
2026-07-20 18:30:33.440 [DEBUG] [Pipeline-Sink] Frame 0995 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 23.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.0ms
2026-07-20 18:30:33.474 [DEBUG] [Pipeline-Sink] Frame 0996 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:33.507 [DEBUG] [Pipeline-Sink] Frame 0997 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 32.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.7ms
2026-07-20 18:30:33.540 [DEBUG] [Pipeline-Sink] Frame 0998 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 34.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.7ms
2026-07-20 18:30:33.574 [DEBUG] [Pipeline-Sink] Frame 0999 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 34.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.9ms
2026-07-20 18:30:33.607 [DEBUG] [Pipeline-Sink] Frame 1000 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 34.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.7ms
2026-07-20 18:30:33.640 [DEBUG] [Pipeline-Sink] Frame 1001 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.4ms
2026-07-20 18:30:33.673 [DEBUG] [Pipeline-Sink] Frame 1002 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 32.8ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.8ms
2026-07-20 18:30:33.707 [DEBUG] [Pipeline-Sink] Frame 1003 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 32.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.0ms
2026-07-20 18:30:33.740 [DEBUG] [Pipeline-Sink] Frame 1004 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.4ms
2026-07-20 18:30:33.773 [DEBUG] [Pipeline-Sink] Frame 1005 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.2ms
2026-07-20 18:30:33.807 [DEBUG] [Pipeline-Sink] Frame 1006 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:33.840 [DEBUG] [Pipeline-Sink] Frame 1007 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 33.8ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.1ms
2026-07-20 18:30:33.873 [DEBUG] [Pipeline-Sink] Frame 1008 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 30.4ms
2026-07-20 18:30:33.907 [DEBUG] [Pipeline-Sink] Frame 1009 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 11.6ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.7ms
2026-07-20 18:30:33.940 [DEBUG] [Pipeline-Sink] Frame 1010 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 21.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.1ms
2026-07-20 18:30:33.973 [DEBUG] [Pipeline-Sink] Frame 1011 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 22.2ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.3ms
2026-07-20 18:30:34.007 [DEBUG] [Pipeline-Sink] Frame 1012 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 22.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.0ms
2026-07-20 18:30:34.040 [DEBUG] [Pipeline-Sink] Frame 1013 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 33.1ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.8ms
2026-07-20 18:30:34.073 [DEBUG] [Pipeline-Sink] Frame 1014 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:34.107 [DEBUG] [Pipeline-Sink] Frame 1015 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 22.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.4ms
2026-07-20 18:30:34.140 [DEBUG] [Pipeline-Sink] Frame 1016 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.2ms
2026-07-20 18:30:34.173 [DEBUG] [Pipeline-Sink] Frame 1017 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 33.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.0ms
2026-07-20 18:30:34.207 [DEBUG] [Pipeline-Sink] Frame 1018 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 11.1ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:34.240 [DEBUG] [Pipeline-Sink] Frame 1019 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 34.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.7ms
2026-07-20 18:30:34.273 [DEBUG] [Pipeline-Sink] Frame 1020 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 22.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.7ms
2026-07-20 18:30:34.307 [DEBUG] [Pipeline-Sink] Frame 1021 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.8ms
2026-07-20 18:30:34.340 [DEBUG] [Pipeline-Sink] Frame 1022 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 33.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.3ms
2026-07-20 18:30:34.373 [DEBUG] [Pipeline-Sink] Frame 1023 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 22.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.6ms
2026-07-20 18:30:34.407 [DEBUG] [Pipeline-Sink] Frame 1024 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 32.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.8ms
2026-07-20 18:30:34.440 [DEBUG] [Pipeline-Sink] Frame 1025 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 21.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.5ms
2026-07-20 18:30:34.473 [DEBUG] [Pipeline-Sink] Frame 1026 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.1ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.1ms
2026-07-20 18:30:34.507 [DEBUG] [Pipeline-Sink] Frame 1027 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 33.8ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.9ms
2026-07-20 18:30:34.540 [DEBUG] [Pipeline-Sink] Frame 1028 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.5ms
2026-07-20 18:30:34.573 [DEBUG] [Pipeline-Sink] Frame 1029 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 10.8ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.2ms
2026-07-20 18:30:34.607 [DEBUG] [Pipeline-Sink] Frame 1030 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 22.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.8ms
2026-07-20 18:30:34.640 [DEBUG] [Pipeline-Sink] Frame 1031 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 22.2ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.5ms
2026-07-20 18:30:34.673 [DEBUG] [Pipeline-Sink] Frame 1032 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 10.8ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.8ms
2026-07-20 18:30:34.707 [DEBUG] [Pipeline-Sink] Frame 1033 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 34.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.2ms
2026-07-20 18:30:34.740 [DEBUG] [Pipeline-Sink] Frame 1034 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.1ms
2026-07-20 18:30:34.773 [DEBUG] [Pipeline-Sink] Frame 1035 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 22.4ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.5ms
2026-07-20 18:30:34.807 [DEBUG] [Pipeline-Sink] Frame 1036 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.5ms
