2026-07-20 18:14:37.817 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.1 (Radxa CM5 / RK3588)
2026-07-20 18:14:37.817 [INFO] [System] Hardware: Radxa CM5 (Rockchip RK3588 - 6 TOPS NPU)
2026-07-20 18:14:37.817 [INFO] [System] OS: Ubuntu 22.04 LTS aarch64 (Radxa OS)
2026-07-20 18:14:37.817 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.8 GB
2026-07-20 18:14:37.817 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | Target FPS: 25.0 | Frames: 1800 (72s)
2026-07-20 18:14:37.817 [INFO] [Pipeline] Configuration: 
    - RKNN Toolkit Version: 2.0.0
    - Video Decode: MPP (Media Process Platform)
    - Preprocess: RGA (Raster Graphic Acceleration) Hardware Resizer
    - Detection Backend: rknn_api (NPU INT8) - yolov8n-seg.rknn
    - Feature Extractor Backend: rknn_api (NPU INT8) - dinov2_vits14.rknn
    - Memory Architecture: dma_buf (Zero-Copy between MPP -> RGA -> RKNN)
2026-07-20 18:14:37.817 [INFO] [RKNN] Loading model yolov8n-seg.rknn...
2026-07-20 18:14:37.918 [INFO] [RKNN] Loaded successfully. Input: [1, 640, 640, 3]. Precision: INT8. Target: RK3588 NPU Core 0.
2026-07-20 18:14:37.918 [INFO] [RKNN] Loading model dinov2_vits14.rknn...
2026-07-20 18:14:38.019 [INFO] [RKNN] Loaded successfully. Input: [1, 224, 224, 3]. Precision: INT8. Target: RK3588 NPU Core 1 & 2.
2026-07-20 18:14:38.019 [INFO] [Pipeline] Starting asynchronous RKNN C++ pipeline...
2026-07-20 18:14:38.019 [DEBUG] [Frame 0000] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1078] Decode(MPP): 7.9ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 72.1ms (2 crops) | Total Pipelined Latency: 77.5ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1079] Decode(MPP): 8.1ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 35.8ms (1 crops) | Total Pipelined Latency: 40.4ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1080] Decode(MPP): 8.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 72.3ms (2 crops) | Total Pipelined Latency: 78.3ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1081] Decode(MPP): 7.6ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 102.4ms (3 crops) | Total Pipelined Latency: 109.8ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1082] Decode(MPP): 7.7ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 34.8ms (1 crops) | Total Pipelined Latency: 38.9ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1083] Decode(MPP): 7.7ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 102.0ms (3 crops) | Total Pipelined Latency: 109.5ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1084] Decode(MPP): 8.1ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 69.8ms (2 crops) | Total Pipelined Latency: 75.2ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1085] Decode(MPP): 7.8ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 103.9ms (3 crops) | Total Pipelined Latency: 110.3ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1086] Decode(MPP): 8.2ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 104.0ms (3 crops) | Total Pipelined Latency: 111.2ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1087] Decode(MPP): 8.4ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): 70.0ms (2 crops) | Total Pipelined Latency: 75.6ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1088] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 34.5ms (1 crops) | Total Pipelined Latency: 38.7ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1089] Decode(MPP): 8.2ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 108.6ms (3 crops) | Total Pipelined Latency: 116.8ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1090] Decode(MPP): 8.0ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 106.7ms (3 crops) | Total Pipelined Latency: 114.4ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1091] Decode(MPP): 7.9ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 70.3ms (2 crops) | Total Pipelined Latency: 75.6ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1092] Decode(MPP): 7.6ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 34.5ms (1 crops) | Total Pipelined Latency: 38.8ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1093] Decode(MPP): 8.2ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 34.2ms (1 crops) | Total Pipelined Latency: 38.4ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1094] Decode(MPP): 7.9ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 36.1ms (1 crops) | Total Pipelined Latency: 40.4ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1095] Decode(MPP): 8.4ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 71.1ms (2 crops) | Total Pipelined Latency: 77.2ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1096] Decode(MPP): 7.7ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 36.3ms (1 crops) | Total Pipelined Latency: 41.0ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1097] Decode(MPP): 7.9ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 35.8ms (1 crops) | Total Pipelined Latency: 39.7ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1098] Decode(MPP): 7.9ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 68.6ms (2 crops) | Total Pipelined Latency: 74.9ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1099] Decode(MPP): 8.2ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 105.9ms (3 crops) | Total Pipelined Latency: 112.5ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1100] Decode(MPP): 7.5ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 34.7ms (1 crops) | Total Pipelined Latency: 39.3ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1101] Decode(MPP): 8.0ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): 35.9ms (1 crops) | Total Pipelined Latency: 40.5ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1102] Decode(MPP): 8.0ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 71.8ms (2 crops) | Total Pipelined Latency: 77.2ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1103] Decode(MPP): 8.2ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 34.9ms (1 crops) | Total Pipelined Latency: 39.9ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1104] Decode(MPP): 8.5ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 68.6ms (2 crops) | Total Pipelined Latency: 74.5ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1105] Decode(MPP): 8.0ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 36.2ms (1 crops) | Total Pipelined Latency: 40.6ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1106] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 36.5ms (1 crops) | Total Pipelined Latency: 41.2ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1107] Decode(MPP): 8.1ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 35.4ms (1 crops) | Total Pipelined Latency: 39.6ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1108] Decode(MPP): 8.0ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 71.0ms (2 crops) | Total Pipelined Latency: 76.7ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1109] Decode(MPP): 7.9ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): 34.9ms (1 crops) | Total Pipelined Latency: 39.1ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1110] Decode(MPP): 8.2ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 36.2ms (1 crops) | Total Pipelined Latency: 40.7ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1111] Decode(MPP): 8.2ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 69.1ms (2 crops) | Total Pipelined Latency: 74.6ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1112] Decode(MPP): 8.1ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 34.8ms (1 crops) | Total Pipelined Latency: 39.4ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1113] Decode(MPP): 7.9ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 34.8ms (1 crops) | Total Pipelined Latency: 39.1ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1114] Decode(MPP): 8.1ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 107.3ms (3 crops) | Total Pipelined Latency: 115.0ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1115] Decode(MPP): 8.2ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 103.9ms (3 crops) | Total Pipelined Latency: 111.8ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1116] Decode(MPP): 7.9ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 68.5ms (2 crops) | Total Pipelined Latency: 73.9ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1117] Decode(MPP): 7.8ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 69.0ms (2 crops) | Total Pipelined Latency: 75.0ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1118] Decode(MPP): 7.9ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 102.1ms (3 crops) | Total Pipelined Latency: 109.0ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1119] Decode(MPP): 8.2ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 69.6ms (2 crops) | Total Pipelined Latency: 75.2ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1120] Decode(MPP): 8.3ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 108.0ms (3 crops) | Total Pipelined Latency: 115.9ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1121] Decode(MPP): 8.0ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 36.2ms (1 crops) | Total Pipelined Latency: 40.9ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1122] Decode(MPP): 7.5ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 35.3ms (1 crops) | Total Pipelined Latency: 39.9ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1123] Decode(MPP): 8.5ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 108.0ms (3 crops) | Total Pipelined Latency: 115.2ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1124] Decode(MPP): 8.2ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 70.9ms (2 crops) | Total Pipelined Latency: 77.5ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1125] Decode(MPP): 8.0ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 71.3ms (2 crops) | Total Pipelined Latency: 76.3ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1126] Decode(MPP): 7.9ms | Resize(RGA): 3.0ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): 34.2ms (1 crops) | Total Pipelined Latency: 38.5ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1127] Decode(MPP): 8.1ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 102.9ms (3 crops) | Total Pipelined Latency: 110.0ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1128] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 104.0ms (3 crops) | Total Pipelined Latency: 111.4ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1129] Decode(MPP): 7.6ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 36.0ms (1 crops) | Total Pipelined Latency: 40.2ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1130] Decode(MPP): 7.8ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 36.5ms (1 crops) | Total Pipelined Latency: 40.4ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1131] Decode(MPP): 7.8ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 35.6ms (1 crops) | Total Pipelined Latency: 40.2ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1132] Decode(MPP): 8.1ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 34.0ms (1 crops) | Total Pipelined Latency: 38.5ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1133] Decode(MPP): 8.0ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 34.9ms (1 crops) | Total Pipelined Latency: 39.3ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1134] Decode(MPP): 8.3ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 71.8ms (2 crops) | Total Pipelined Latency: 77.4ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1135] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 102.7ms (3 crops) | Total Pipelined Latency: 111.0ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1136] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 71.7ms (2 crops) | Total Pipelined Latency: 77.6ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1137] Decode(MPP): 7.7ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 103.1ms (3 crops) | Total Pipelined Latency: 110.5ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1138] Decode(MPP): 8.0ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 104.5ms (3 crops) | Total Pipelined Latency: 111.8ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1139] Decode(MPP): 8.2ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 34.3ms (1 crops) | Total Pipelined Latency: 39.3ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1140] Decode(MPP): 7.9ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 107.4ms (3 crops) | Total Pipelined Latency: 114.2ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1141] Decode(MPP): 8.5ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 35.9ms (1 crops) | Total Pipelined Latency: 40.7ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1142] Decode(MPP): 7.5ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 36.4ms (1 crops) | Total Pipelined Latency: 40.6ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1143] Decode(MPP): 7.6ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 102.1ms (3 crops) | Total Pipelined Latency: 110.0ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1144] Decode(MPP): 8.1ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 70.3ms (2 crops) | Total Pipelined Latency: 76.3ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1145] Decode(MPP): 7.9ms | Resize(RGA): 3.1ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): 34.6ms (1 crops) | Total Pipelined Latency: 39.4ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1146] Decode(MPP): 8.1ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 70.1ms (2 crops) | Total Pipelined Latency: 76.2ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1147] Decode(MPP): 7.7ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 105.1ms (3 crops) | Total Pipelined Latency: 112.0ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1148] Decode(MPP): 8.2ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): 36.2ms (1 crops) | Total Pipelined Latency: 41.1ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1149] Decode(MPP): 7.8ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 36.3ms (1 crops) | Total Pipelined Latency: 40.9ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1150] Decode(MPP): 7.8ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 105.4ms (3 crops) | Total Pipelined Latency: 113.3ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1151] Decode(MPP): 8.3ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 72.7ms (2 crops) | Total Pipelined Latency: 78.7ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1152] Decode(MPP): 8.0ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 103.0ms (3 crops) | Total Pipelined Latency: 110.3ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1153] Decode(MPP): 8.1ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 35.1ms (1 crops) | Total Pipelined Latency: 39.1ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1154] Decode(MPP): 7.6ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 104.2ms (3 crops) | Total Pipelined Latency: 110.8ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1155] Decode(MPP): 7.9ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 34.2ms (1 crops) | Total Pipelined Latency: 38.2ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1156] Decode(MPP): 8.3ms | Resize(RGA): 3.3ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): 106.7ms (3 crops) | Total Pipelined Latency: 113.9ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1157] Decode(MPP): 7.8ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 102.4ms (3 crops) | Total Pipelined Latency: 109.6ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1158] Decode(MPP): 7.7ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 105.4ms (3 crops) | Total Pipelined Latency: 113.1ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1159] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 69.4ms (2 crops) | Total Pipelined Latency: 75.4ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1160] Decode(MPP): 7.9ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 34.9ms (1 crops) | Total Pipelined Latency: 38.8ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1161] Decode(MPP): 8.1ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 35.7ms (1 crops) | Total Pipelined Latency: 40.4ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1162] Decode(MPP): 8.1ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): 35.1ms (1 crops) | Total Pipelined Latency: 39.7ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1163] Decode(MPP): 8.1ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 73.0ms (2 crops) | Total Pipelined Latency: 79.2ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1164] Decode(MPP): 7.6ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 103.8ms (3 crops) | Total Pipelined Latency: 111.9ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1165] Decode(MPP): 7.6ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 36.4ms (1 crops) | Total Pipelined Latency: 41.1ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1166] Decode(MPP): 7.8ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 72.4ms (2 crops) | Total Pipelined Latency: 77.7ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1167] Decode(MPP): 8.1ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 70.5ms (2 crops) | Total Pipelined Latency: 76.6ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1168] Decode(MPP): 8.0ms | Resize(RGA): 3.5ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 68.1ms (2 crops) | Total Pipelined Latency: 74.6ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1169] Decode(MPP): 8.1ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 108.3ms (3 crops) | Total Pipelined Latency: 116.9ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1170] Decode(MPP): 7.8ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 105.8ms (3 crops) | Total Pipelined Latency: 113.0ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1171] Decode(MPP): 7.7ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 102.6ms (3 crops) | Total Pipelined Latency: 109.9ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1172] Decode(MPP): 8.1ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 106.3ms (3 crops) | Total Pipelined Latency: 114.0ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1173] Decode(MPP): 8.0ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 36.0ms (1 crops) | Total Pipelined Latency: 41.3ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1174] Decode(MPP): 8.5ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 104.2ms (3 crops) | Total Pipelined Latency: 111.7ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1175] Decode(MPP): 8.1ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 104.5ms (3 crops) | Total Pipelined Latency: 111.7ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1176] Decode(MPP): 7.7ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 72.0ms (2 crops) | Total Pipelined Latency: 78.0ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1177] Decode(MPP): 8.3ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 70.5ms (2 crops) | Total Pipelined Latency: 75.6ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1178] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 69.9ms (2 crops) | Total Pipelined Latency: 76.4ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1179] Decode(MPP): 7.9ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 35.3ms (1 crops) | Total Pipelined Latency: 39.4ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1180] Decode(MPP): 7.9ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 71.3ms (2 crops) | Total Pipelined Latency: 76.7ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1181] Decode(MPP): 8.5ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 102.7ms (3 crops) | Total Pipelined Latency: 110.9ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1182] Decode(MPP): 7.8ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 36.5ms (1 crops) | Total Pipelined Latency: 41.0ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1183] Decode(MPP): 7.6ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 109.3ms (3 crops) | Total Pipelined Latency: 116.9ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1184] Decode(MPP): 7.8ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 105.8ms (3 crops) | Total Pipelined Latency: 114.3ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1185] Decode(MPP): 7.5ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 69.8ms (2 crops) | Total Pipelined Latency: 76.2ms
2026-07-20 18:14:38.035 [DEBUG] [Frame 1186] Decode(MPP): 8.0ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 102.5ms (3 crops) | Total Pipelined Latency: 110.7ms
