2026-07-20 18:20:39.003 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.0 (Jetson Orin NX)
2026-07-20 18:20:39.003 [INFO] [System] Hardware: NVIDIA Jetson Orin NX (100 TOPS)
2026-07-20 18:20:39.003 [INFO] [System] OS: Ubuntu 24.04 LTS aarch64 (JetPack 7.2)
2026-07-20 18:20:39.003 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.1 GB
2026-07-20 18:20:39.003 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:20:39.003 [INFO] [Pipeline] Configuration: 
    - DeepStream Version: 9.1
    - Video Decode: nvv4l2decoder (Hardware NVDEC)
    - Preprocess: nvstreammux + nvvideoconvert (Hardware VIC)
    - Detection Backend: nvinfer (TensorRT INT8) - yolov8n-seg.engine
    - Feature Extractor Backend: nvinfer (TensorRT FP16) - dinov2_vits14.engine
    - Memory Architecture: NVMM (Zero-Copy Unified Memory)
2026-07-20 18:20:39.003 [INFO] [TensorRT] Loading engine yolov8n-seg.engine...
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 640, 640]. Precision: INT8. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loading engine dinov2_vits14.engine...
2026-07-20 18:20:39.203 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 224, 224]. Precision: FP16. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.203 [INFO] [Pipeline] Starting asynchronous DeepStream pipeline...
2026-07-20 18:20:39.203 [DEBUG] [Frame 0000] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0982] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.2ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0983] Decode(NVDEC): 3.8ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 24.7ms (3 crops) | Total Pipelined Latency: 27.0ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0984] Decode(NVDEC): 3.9ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0985] Decode(NVDEC): 4.0ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 24.4ms (3 crops) | Total Pipelined Latency: 26.8ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0986] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 28.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0987] Decode(NVDEC): 3.9ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 18.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0988] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.2ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0989] Decode(NVDEC): 4.1ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 16.2ms (2 crops) | Total Pipelined Latency: 18.0ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0990] Decode(NVDEC): 3.9ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0991] Decode(NVDEC): 3.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 24.6ms (3 crops) | Total Pipelined Latency: 26.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0992] Decode(NVDEC): 4.5ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0993] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 16.5ms (2 crops) | Total Pipelined Latency: 18.8ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0994] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 23.8ms (3 crops) | Total Pipelined Latency: 26.2ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0995] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 16.6ms (2 crops) | Total Pipelined Latency: 18.5ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0996] Decode(NVDEC): 3.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.2ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0997] Decode(NVDEC): 3.8ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 23.8ms (3 crops) | Total Pipelined Latency: 26.3ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0998] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 16.9ms (2 crops) | Total Pipelined Latency: 18.8ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0999] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 25.3ms (3 crops) | Total Pipelined Latency: 28.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1000] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1001] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 8.5ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1002] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 24.1ms (3 crops) | Total Pipelined Latency: 27.3ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1003] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 8.2ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1004] Decode(NVDEC): 3.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 17.8ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1005] Decode(NVDEC): 4.3ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 25.1ms (3 crops) | Total Pipelined Latency: 28.1ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1006] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1007] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1008] Decode(NVDEC): 3.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1009] Decode(NVDEC): 3.6ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1010] Decode(NVDEC): 3.6ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1011] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.2ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1012] Decode(NVDEC): 3.9ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 23.8ms (3 crops) | Total Pipelined Latency: 26.8ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1013] Decode(NVDEC): 3.8ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 24.1ms (3 crops) | Total Pipelined Latency: 27.1ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1014] Decode(NVDEC): 4.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 17.8ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1015] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 8.2ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1016] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 16.7ms (2 crops) | Total Pipelined Latency: 19.0ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1017] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 24.3ms (3 crops) | Total Pipelined Latency: 26.8ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1018] Decode(NVDEC): 3.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 1019] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1020] Decode(NVDEC): 4.1ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 15.7ms (2 crops) | Total Pipelined Latency: 18.2ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1021] Decode(NVDEC): 4.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 24.8ms (3 crops) | Total Pipelined Latency: 27.7ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1022] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1023] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1024] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 23.5ms (3 crops) | Total Pipelined Latency: 26.0ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1025] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 8.2ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1026] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.2ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1027] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 16.9ms (2 crops) | Total Pipelined Latency: 18.9ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1028] Decode(NVDEC): 3.9ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1029] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1030] Decode(NVDEC): 4.0ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 23.8ms (3 crops) | Total Pipelined Latency: 26.3ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1031] Decode(NVDEC): 3.8ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 25.2ms (3 crops) | Total Pipelined Latency: 28.4ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1032] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 23.5ms (3 crops) | Total Pipelined Latency: 25.7ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1033] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 27.9ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1034] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 23.7ms (3 crops) | Total Pipelined Latency: 26.4ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1035] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 24.9ms (3 crops) | Total Pipelined Latency: 27.6ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1036] Decode(NVDEC): 3.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 24.1ms (3 crops) | Total Pipelined Latency: 26.3ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1037] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 16.7ms (2 crops) | Total Pipelined Latency: 18.9ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1038] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 16.8ms (2 crops) | Total Pipelined Latency: 19.0ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1039] Decode(NVDEC): 4.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 15.7ms (2 crops) | Total Pipelined Latency: 17.3ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1040] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.1ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1041] Decode(NVDEC): 4.1ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 16.6ms (2 crops) | Total Pipelined Latency: 18.9ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1042] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 25.1ms (3 crops) | Total Pipelined Latency: 27.8ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1043] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 18.2ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1044] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 28.6ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1045] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1046] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 24.8ms (3 crops) | Total Pipelined Latency: 27.3ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1047] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 18.2ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1048] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 23.9ms (3 crops) | Total Pipelined Latency: 26.5ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1049] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1050] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1051] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.0ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1052] Decode(NVDEC): 4.0ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1053] Decode(NVDEC): 4.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 24.9ms (3 crops) | Total Pipelined Latency: 27.6ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1054] Decode(NVDEC): 3.9ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 10.0ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1055] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 23.7ms (3 crops) | Total Pipelined Latency: 26.1ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1056] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.1ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1057] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.7ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1058] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 24.8ms (3 crops) | Total Pipelined Latency: 27.9ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1059] Decode(NVDEC): 3.8ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1060] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 16.9ms (2 crops) | Total Pipelined Latency: 18.8ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1061] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 23.6ms (3 crops) | Total Pipelined Latency: 26.4ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1062] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 25.2ms (3 crops) | Total Pipelined Latency: 28.1ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1063] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1064] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 18.1ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1065] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 25.1ms (3 crops) | Total Pipelined Latency: 28.2ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1066] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1067] Decode(NVDEC): 4.3ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 8.2ms (1 crops) | Total Pipelined Latency: 9.9ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1068] Decode(NVDEC): 4.0ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.7ms (2 crops) | Total Pipelined Latency: 18.5ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1069] Decode(NVDEC): 4.3ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1070] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1071] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1072] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1073] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 27.9ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1074] Decode(NVDEC): 4.2ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 16.5ms (2 crops) | Total Pipelined Latency: 19.0ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1075] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 17.8ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1076] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1077] Decode(NVDEC): 3.8ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.0ms (2 crops) | Total Pipelined Latency: 17.6ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1078] Decode(NVDEC): 3.8ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.9ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1079] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 23.7ms (3 crops) | Total Pipelined Latency: 26.2ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1080] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 24.7ms (3 crops) | Total Pipelined Latency: 27.2ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1081] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 15.9ms (2 crops) | Total Pipelined Latency: 17.9ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1082] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 8.2ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1083] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 28.1ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1084] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 18.0ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1085] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 17.9ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1086] Decode(NVDEC): 3.8ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 16.5ms (2 crops) | Total Pipelined Latency: 18.8ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1087] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 16.0ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1088] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 16.3ms (2 crops) | Total Pipelined Latency: 18.8ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1089] Decode(NVDEC): 4.0ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.215 [DEBUG] [Frame 1090] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 23.7ms (3 crops) | Total Pipelined Latency: 26.1ms
